Date,Runoff
2007/10/27/06,6.1376664
2007/10/27/12,5.740051333
2007/10/27/18,4.9766776
2007/10/28/00,4.9129648
2007/10/28/06,7.282137067
2007/10/28/12,9.803512133
2007/10/28/18,9.095592133
2007/10/29/00,7.382425733
2007/10/29/06,5.799044667
2007/10/29/12,4.621537733
2007/10/29/18,3.818048533
2007/10/30/00,3.3413824
2007/10/30/06,3.041696267
2007/10/30/12,2.8246008
2007/10/30/18,2.631102667
2007/10/31/00,2.642901333
2007/10/31/06,2.680657067
2007/10/31/12,2.796284
2007/10/31/18,3.0688332
2007/11/01/00,3.735457867
2007/11/01/06,4.468155067
2007/11/01/12,5.038030667
2007/11/01/18,5.299961067
2007/11/02/00,5.505257867
2007/11/02/06,5.6739788
2007/11/02/12,5.769548
2007/11/02/18,5.6492016
2007/11/03/00,5.538294133
2007/11/03/06,5.5359344
2007/11/03/12,5.4580632
2007/11/03/18,5.321198667
2007/11/04/00,5.226472229
2007/11/04/06,5.184334133
2007/11/04/12,5.115901867
2007/11/04/18,4.936562133
2007/11/05/00,4.826834533
2007/11/05/06,4.7041284
2007/11/05/12,4.6085592
2007/11/05/18,4.443377867
2007/11/06/00,4.348988533
2007/11/06/06,4.2970744
2007/11/06/12,4.212124
2007/11/06/18,4.039863467
2007/11/07/00,3.9077184
2007/11/07/06,3.7944512
2007/11/07/12,3.685903467
2007/11/07/18,3.4971248
2007/11/08/00,3.3909368
2007/11/08/06,3.360260267
2007/11/08/12,3.280029333
2007/11/08/18,3.117207733
2007/11/09/00,3.011019733
2007/11/09/06,2.9449472
2007/11/09/12,2.890673333
2007/11/09/18,2.783305467
2007/11/10/00,2.744369867
2007/11/10/06,2.74319
2007/11/10/12,2.772686667
2007/11/10/18,2.678297333
2007/11/11/00,2.614584533
2007/11/11/06,2.619304
2007/11/11/12,2.611044933
2007/11/11/18,2.478899867
2007/11/12/00,2.4140072
2007/11/12/06,2.3786112
2007/11/12/12,2.370352133
2007/11/12/18,2.305459467
2007/11/13/00,2.246466133
2007/11/13/06,2.196911733
2007/11/13/12,2.1839332
2007/11/13/18,2.111961333
2007/11/14/00,2.068306267
2007/11/14/06,2.090723733
2007/11/14/12,2.0919036
2007/11/14/18,2.0388096
2007/11/15/00,2.002233733
2007/11/15/06,1.993974667
2007/11/15/12,2.0812848
2007/11/15/18,2.03527
2007/11/16/00,1.9538592
2007/11/16/06,1.951499467
2007/11/16/12,1.8618296
2007/11/16/18,1.840592
2007/11/17/00,1.832332933
2007/11/17/06,1.840592
2007/11/17/12,1.867728933
2007/11/17/18,1.874808133
2007/11/18/00,1.8972256
2007/11/18/06,1.965657867
2007/11/18/12,1.927902133
2007/11/18/18,1.825253733
2007/11/19/00,1.7945772
2007/11/19/06,1.765080533
2007/11/19/12,1.7202456
2007/11/19/18,1.6777704
2007/11/20/00,1.716706
2007/11/20/06,1.699008
2007/11/20/12,1.697828133
2007/11/20/18,1.676590533
2007/11/21/00,1.693108667
2007/11/21/06,1.655352933
2007/11/21/12,1.643554267
2007/11/21/18,1.598719333
2007/11/22/00,1.531466933
2007/11/22/06,1.557424
2007/11/22/12,1.598719333
2007/11/22/18,1.535006533
2007/11/23/00,1.499610533
2007/11/23/06,1.588100533
2007/11/23/12,1.549164933
2007/11/23/18,1.471293733
2007/11/24/00,1.487811867
2007/11/24/06,1.535006533
2007/11/24/12,1.559783733
2007/11/24/18,1.481912533
2007/11/25/00,1.513768933
2007/11/25/06,1.570402533
2007/11/25/12,1.6494536
2007/11/25/18,1.6211368
2007/11/26/00,1.628216
2007/11/26/06,1.669511333
2007/11/26/12,1.683669733
2007/11/26/18,1.6565328
2007/11/27/00,1.7202456
2007/11/27/06,1.835872533
2007/11/27/12,1.991614933
2007/11/27/18,2.209890267
2007/11/28/00,2.30074
2007/11/28/06,2.194552
2007/11/28/12,2.054147867
2007/11/28/18,1.911384
2007/11/29/00,1.888966533
2007/11/29/06,1.9007652
2007/11/29/12,1.923182667
2007/11/29/18,1.871268533
2007/11/30/00,1.896045733
2007/11/30/06,1.8830672
2007/11/30/12,1.874808133
2007/11/30/18,1.789857733
2007/12/01/00,1.7273248
2007/12/01/06,1.761540933
2007/12/01/12,1.754461733
2007/12/01/18,1.6706912
2007/12/02/00,1.6600724
2007/12/02/06,1.7450228
2007/12/02/12,1.825253733
2007/12/02/18,1.787498
2007/12/03/00,1.793952565
2007/12/03/06,1.8441316
2007/12/03/12,1.860649733
2007/12/03/18,1.828793333
2007/12/04/00,1.8299732
2007/12/04/06,1.853570533
2007/12/04/12,1.880707467
2007/12/04/18,1.8795276
2007/12/05/00,1.8972256
2007/12/05/06,1.9397008
2007/12/05/12,2.008133067
2007/12/05/18,2.027010933
2007/12/06/00,2.108421733
2007/12/06/06,2.176854
2007/12/06/12,2.211070133
2007/12/06/18,2.142637867
2007/12/07/00,2.1131412
2007/12/07/06,2.124939867
2007/12/07/12,2.1272996
2007/12/07/18,2.068306267
2007/12/08/00,2.01615616
2007/12/08/06,2.0458888
2007/12/08/12,2.073025733
2007/12/08/18,1.988075333
2007/12/09/00,1.9538592
2007/12/09/06,1.973916933
2007/12/09/12,2.057687467
2007/12/09/18,2.036449867
2007/12/10/00,2.0671264
2007/12/10/06,2.1096016
2007/12/10/12,2.189832533
2007/12/10/18,2.185113067
2007/12/11/00,2.1803936
2007/12/11/06,2.213429867
2007/12/11/12,2.301919867
2007/12/11/18,2.2936608
2007/12/12/00,2.330236667
2007/12/12/06,2.425805867
2007/12/12/12,2.4989576
2007/12/12/18,2.645261067
2007/12/13/00,2.7361108
2007/12/13/06,2.7538088
2007/12/13/12,2.7892048
2007/12/13/18,2.7113336
2007/12/14/00,2.609865067
2007/12/14/06,2.522554933
2007/12/14/12,2.514295867
2007/12/14/18,2.425805867
2007/12/15/00,2.359733333
2007/12/15/06,2.366812533
2007/12/15/12,2.4140072
2007/12/15/18,2.462381733
2007/12/16/00,3.913617733
2007/12/16/06,5.845059467
2007/12/16/12,4.6935096
2007/12/16/18,4.6085592
2007/12/17/00,7.522829867
2007/12/17/06,13.53071093
2007/12/17/12,14.21385373
2007/12/17/18,12.20572067
2007/12/18/00,10.18106947
2007/12/18/06,8.882036267
2007/12/18/12,8.138720267
2007/12/18/18,7.667953467
2007/12/19/00,7.536988267
2007/12/19/06,7.3942244
2007/12/19/12,7.5499668
2007/12/19/18,8.111583333
2007/12/20/00,9.1711036
2007/12/20/06,10.52559053
2007/12/20/12,12.21397973
2007/12/20/18,12.78975467
2007/12/21/00,12.23167773
2007/12/21/06,11.6311256
2007/12/21/12,11.28660453
2007/12/21/18,11.0293936
2007/12/22/00,10.937364
2007/12/22/06,10.9090472
2007/12/22/12,10.7851612
2007/12/22/18,10.6789732
2007/12/23/00,10.6789732
2007/12/23/06,10.5869436
2007/12/23/12,10.3745676
2007/12/23/18,10.11027747
2007/12/24/00,9.664287867
2007/12/24/06,9.246615067
2007/12/24/12,8.804165067
2007/12/24/18,8.100964533
2007/12/25/00,7.4543976
2007/12/25/06,7.715148133
2007/12/25/12,8.4136292
2007/12/25/18,8.6437032
2007/12/26/00,8.585889733
2007/12/26/06,8.807704667
2007/12/26/12,14.19615573
2007/12/26/18,15.27809347
2007/12/27/00,16.565328
2007/12/27/06,28.2672456
2007/12/27/12,40.75259467
2007/12/27/18,43.71406
2007/12/28/00,41.484112
2007/12/28/06,37.909116
2007/12/28/12,34.086348
2007/12/28/18,30.64113733
2007/12/29/00,28.83594133
2007/12/29/06,28.58816933
2007/12/29/12,28.883136
2007/12/29/18,29.07191467
2007/12/30/00,29.56745867
2007/12/30/06,30.79452
2007/12/30/12,32.44633333
2007/12/30/18,32.351944
2007/12/31/00,32.18676267
2007/12/31/06,33.04806533
2007/12/31/12,35.34880533
2007/12/31/18,37.271988
2008/01/01/00,37.74393467
2008/01/01/06,38.14508933
2008/01/01/12,40.634608
2008/01/01/18,47.147472
2008/01/02/00,56.43302267
2008/01/02/06,66.579876
2008/01/02/12,75.08671467
2008/01/02/18,81.08043733
2008/01/03/00,84.47845333
2008/01/03/06,85.35155467
2008/01/03/12,83.45196933
2008/01/03/18,79.40502667
2008/01/04/00,74.190016
2008/01/04/06,68.68003867
2008/01/04/12,63.29984667
2008/01/04/18,58.191024
2008/01/05/00,53.89630933
2008/01/05/06,50.42750133
2008/01/05/12,47.536828
2008/01/05/18,44.882128
2008/01/06/00,42.38081067
2008/01/06/06,40.33964133
2008/01/06/12,38.66423067
2008/01/06/18,37.07141067
2008/01/07/00,35.54938267
2008/01/07/06,33.35483067
2008/01/07/12,30.84171467
2008/01/07/18,29.22529733
2008/01/08/00,28.015934
2008/01/08/06,27.00950773
2008/01/08/12,26.05617547
2008/01/08/18,25.01671293
2008/01/09/00,23.8533644
2008/01/09/06,23.02391813
2008/01/09/12,22.26290413
2008/01/09/18,21.520768
2008/01/10/00,20.4872048
2008/01/10/06,19.43358387
2008/01/10/12,19.043048
2008/01/10/18,18.60177787
2008/01/11/00,18.122752
2008/01/11/06,18.2537172
2008/01/11/12,18.96753653
2008/01/11/18,18.13927013
2008/01/12/00,16.81899933
2008/01/12/06,16.1688928
2008/01/12/12,15.89044427
2008/01/12/18,15.6839676
2008/01/13/00,15.59311787
2008/01/13/06,15.40905867
2008/01/13/12,15.1707256
2008/01/13/18,14.95245027
2008/01/14/00,14.7034984
2008/01/14/06,14.4309492
2008/01/14/12,14.14188187
2008/01/14/18,14.1371624
2008/01/15/00,14.123004
2008/01/15/06,14.0734496
2008/01/15/12,13.95900253
2008/01/15/18,13.875232
2008/01/16/00,13.74662653
2008/01/16/06,13.68645333
2008/01/16/12,13.67819427
2008/01/16/18,13.6239204
2008/01/17/00,13.5318908
2008/01/17/06,13.38086787
2008/01/17/12,13.2062476
2008/01/17/18,13.16967173
2008/01/18/00,12.64935053
2008/01/18/06,12.4133772
2008/01/18/12,12.5974364
2008/01/18/18,13.28647853
2008/01/19/00,13.6947124
2008/01/19/06,14.1159248
2008/01/19/12,15.291072
2008/01/19/18,16.18069147
2008/01/20/00,16.13231693
2008/01/20/06,15.88336507
2008/01/20/12,16.04028733
2008/01/20/18,17.34993933
2008/01/21/00,19.40880667
2008/01/21/06,21.7791588
2008/01/21/12,23.73183813
2008/01/21/18,23.56547693
2008/01/22/00,23.08645107
2008/01/22/06,24.3736856
2008/01/22/12,25.7789068
2008/01/22/18,25.89689347
2008/01/23/00,24.6391556
2008/01/23/06,23.3719788
2008/01/23/12,23.7082408
2008/01/23/18,23.26343107
2008/01/24/00,22.36201293
2008/01/24/06,23.38731707
2008/01/24/12,24.7878188
2008/01/24/18,24.0091068
2008/01/25/00,22.2499256
2008/01/25/06,22.15317653
2008/01/25/12,23.60087293
2008/01/25/18,23.2480928
2008/01/26/00,21.49835053
2008/01/26/06,20.85060373
2008/01/26/12,22.2570048
2008/01/26/18,22.2039108
2008/01/27/00,20.5155216
2008/01/27/06,19.2129488
2008/01/27/12,18.61711613
2008/01/27/18,18.52862613
2008/01/28/00,18.5899792
2008/01/28/06,18.83893107
2008/01/28/12,19.64478
2008/01/28/18,19.38402947
2008/01/29/00,18.2041628
2008/01/29/06,17.43135013
2008/01/29/12,17.08800893
2008/01/29/18,16.8343376
2008/01/30/00,16.42492387
2008/01/30/06,16.40368627
2008/01/30/12,16.15237467
2008/01/30/18,15.70402533
2008/01/31/00,15.4114184
2008/01/31/06,15.3654036
2008/01/31/12,15.414958
2008/01/31/18,15.34652573
2008/02/01/00,15.1247108
2008/02/01/06,15.1211712
2008/02/01/12,15.6131756
2008/02/01/18,17.38769507
2008/02/02/00,16.6998328
2008/02/02/06,17.46556627
2008/02/02/12,21.0712388
2008/02/02/18,25.62198453
2008/02/03/00,28.09970453
2008/02/03/06,29.591056
2008/02/03/12,31.40805067
2008/02/03/18,34.57009333
2008/02/04/00,38.13329067
2008/02/04/06,41.342528
2008/02/04/12,43.83204667
2008/02/04/18,45.18889333
2008/02/05/00,45.908612
2008/02/05/06,46.28616933
2008/02/05/12,46.297968
2008/02/05/18,45.767028
2008/02/06/00,44.69334933
2008/02/06/06,43.58427467
2008/02/06/12,42.23922667
2008/02/06/18,40.740796
2008/02/07/00,39.041788
2008/02/07/06,37.661344
2008/02/07/12,36.62306133
2008/02/07/18,35.65557067
2008/02/08/00,34.74707333
2008/02/08/06,33.99195867
2008/02/08/12,33.00087067
2008/02/08/18,30.723728
2008/02/09/00,28.13038107
2008/02/09/06,27.87317013
2008/02/09/12,29.24889467
2008/02/09/18,28.13746027
2008/02/10/00,25.68923693
2008/02/10/06,24.7453436
2008/02/10/12,25.61372547
2008/02/10/18,25.00963373
2008/02/11/00,22.93778787
2008/02/11/06,21.2517584
2008/02/11/12,20.4447296
2008/02/11/18,20.38337653
2008/02/12/00,20.4022544
2008/02/12/06,20.05773333
2008/02/12/12,19.4925772
2008/02/12/18,19.04422787
2008/02/13/00,18.34810653
2008/02/13/06,18.9934936
2008/02/13/12,20.51080213
2008/02/13/18,20.59103307
2008/02/14/00,22.32307733
2008/02/14/06,27.3044744
2008/02/14/12,34.652684
2008/02/14/18,39.61992267
2008/02/15/00,41.484112
2008/02/15/06,42.59318667
2008/02/15/12,42.74656933
2008/02/15/18,42.00325333
2008/02/16/00,41.28353467
2008/02/16/06,41.023964
2008/02/16/12,41.11835333
2008/02/16/18,41.519508
2008/02/17/00,42.404408
2008/02/17/06,43.33650267
2008/02/17/12,43.69046267
2008/02/17/18,43.45448933
2008/02/18/00,42.62858267
2008/02/18/06,47.289056
2008/02/18/12,50.403904
2008/02/18/18,51.41858933
2008/02/19/00,53.32997333
2008/02/19/06,56.138056
2008/02/19/12,57.63648667
2008/02/19/18,57.74267467
2008/02/20/00,57.03475467
2008/02/20/06,55.92568
2008/02/20/12,54.94639067
2008/02/20/18,53.731128
2008/02/21/00,51.73715333
2008/02/21/06,50.03814533
2008/02/21/12,48.32733867
2008/02/21/18,46.510344
2008/02/22/00,44.92932267
2008/02/22/06,43.71406
2008/02/22/12,43.30110667
2008/02/22/18,43.23031467
2008/02/23/00,44.04442267
2008/02/23/06,45.77882667
2008/02/23/12,47.182868
2008/02/23/18,47.86719067
2008/02/24/00,48.11496267
2008/02/24/06,48.13856
2008/02/24/12,47.86719067
2008/02/24/18,47.41884133
2008/02/25/00,47.10027733
2008/02/25/06,46.8997
2008/02/25/12,46.76991467
2008/02/25/18,46.71092133
2008/02/26/00,46.69912267
2008/02/26/06,46.8997
2008/02/26/12,47.07668
2008/02/26/18,47.572224
2008/02/27/00,47.27725733
2008/02/27/06,47.33625067
2008/02/27/12,47.7846
2008/02/27/18,48.11496267
2008/02/28/00,48.40992933
2008/02/28/06,48.64590267
2008/02/28/12,48.421728
2008/02/28/18,48.032372
2008/02/29/00,47.48963333
2008/02/29/06,47.17106933
2008/02/29/12,46.80531067
2008/02/29/18,45.944008
2008/03/01/00,45.15349733
2008/03/01/06,44.36298667
2008/03/01/12,43.53708
2008/03/01/18,42.39260933
2008/03/02/00,41.10655467
2008/03/02/06,40.02107733
2008/03/02/12,39.06538533
2008/03/02/18,38.06249867
2008/03/03/00,36.96522267
2008/03/03/06,34.900456
2008/03/03/12,32.62331333
2008/03/03/18,31.77380933
2008/03/04/00,31.37265467
2008/03/04/06,31.95078933
2008/03/04/12,32.65870933
2008/03/04/18,32.21036
2008/03/05/00,32.12776933
2008/03/05/06,32.32834667
2008/03/05/12,32.25755467
2008/03/05/18,36.94162533
2008/03/06/00,46.09739067
2008/03/06/06,52.07931467
2008/03/06/12,54.56883333
2008/03/06/18,56.43302267
2008/03/07/00,59.94902533
2008/03/07/06,67.464776
2008/03/07/12,78.52012667
2008/03/07/18,92.37176133
2008/03/08/00,106.36498
2008/03/08/06,120.2520107
2008/03/08/12,135.2245187
2008/03/08/18,147.0585813
2008/03/09/00,156.1388352
2008/03/09/06,163.88348
2008/03/09/12,170.8682907
2008/03/09/18,176.4372613
2008/03/10/00,181.121332
2008/03/10/06,185.333456
2008/03/10/12,189.2860093
2008/03/10/18,192.978992
2008/03/11/00,196.3888067
2008/03/11/06,199.739628
2008/03/11/12,202.712892
2008/03/11/18,205.11982
2008/03/12/00,206.0637133
2008/03/12/06,204.6714707
2008/03/12/12,200.0817893
2008/03/12/18,192.7902133
2008/03/13/00,183.6934413
2008/03/13/06,173.688172
2008/03/13/12,163.033976
2008/03/13/18,151.4830813
2008/03/14/00,138.4927493
2008/03/14/06,124.4287387
2008/03/14/12,110.4119227
2008/03/14/18,98.05871867
2008/03/15/00,87.79387867
2008/03/15/06,79.711792
2008/03/15/12,73.234324
2008/03/15/18,68.278884
2008/03/16/00,65.88375467
2008/03/16/06,62.99308133
2008/03/16/12,61.75422133
2008/03/16/18,62.17897333
2008/03/17/00,62.85149733
2008/03/17/06,62.80430267
2008/03/17/12,62.35595333
2008/03/17/18,62.27336267
2008/03/18/00,62.99308133
2008/03/18/06,64.845472
2008/03/18/12,68.05470933
2008/03/18/18,71.818484
2008/03/19/00,75.38168133
2008/03/19/06,77.74141467
2008/03/19/12,78.48473067
2008/03/19/18,77.729616
2008/03/20/00,75.36988267
2008/03/20/06,72.58539733
2008/03/20/12,69.659328
2008/03/20/18,67.08721867
2008/03/21/00,64.36172667
2008/03/21/06,61.75422133
2008/03/21/12,59.040528
2008/03/21/18,56.55100933
2008/03/22/00,54.41545067
2008/03/22/06,52.46867067
2008/03/22/12,50.71066933
2008/03/22/18,49.15324533
2008/03/23/00,47.26545867
2008/03/23/06,45.802424
2008/03/23/12,44.32759067
2008/03/23/18,42.91175067
2008/03/24/00,41.14195067
2008/03/24/06,39.51373467
2008/03/24/12,37.979908
2008/03/24/18,36.81184
2008/03/25/00,35.86794667
2008/03/25/06,35.24261733
2008/03/25/12,34.404912
2008/03/25/18,33.49641467
2008/03/26/00,32.56432
2008/03/26/06,31.86819867
2008/03/26/12,31.183876
2008/03/26/18,30.57034533
2008/03/27/00,29.449472
2008/03/27/06,28.0442508
2008/03/27/12,26.22725613
2008/03/27/18,25.4638824
2008/03/28/00,24.91406453
2008/03/28/06,25.31403933
2008/03/28/12,25.98538347
2008/03/28/18,25.84851893
2008/03/29/00,25.0143532
2008/03/29/06,23.62800987
2008/03/29/12,21.8180944
2008/03/29/18,20.6429472
2008/03/30/00,20.4305712
2008/03/30/06,21.4358176
2008/03/30/12,22.61922387
2008/03/30/18,22.7100736
2008/03/31/00,22.264084
2008/03/31/06,21.9738368
2008/03/31/12,22.15553627
2008/03/31/18,22.53427347
2008/04/01/00,22.91891
2008/04/01/06,24.44565747
2008/04/01/12,26.5222228
2008/04/01/18,27.69147067
2008/04/02/00,27.9309836
2008/04/02/06,28.32977853
2008/04/02/12,29.661848
2008/04/02/18,33.838576
2008/04/03/00,40.61101067
2008/04/03/06,49.872964
2008/04/03/12,60.78673067
2008/04/03/18,71.14596
2008/04/04/00,78.67350933
2008/04/04/06,81.70576667
2008/04/04/12,81.198424
2008/04/04/18,79.62920133
2008/04/05/00,77.31666267
2008/04/05/06,75.98341333
2008/04/05/12,73.74166667
2008/04/05/18,74.66196267
2008/04/06/00,80.101148
2008/04/06/06,89.77605467
2008/04/06/12,102.365232
2008/04/06/18,115.2375773
2008/04/07/00,126.8828613
2008/04/07/06,136.8291373
2008/04/07/12,145.265184
2008/04/07/18,152.8635253
2008/04/08/00,159.494376
2008/04/08/06,165.8066627
2008/04/08/12,171.1514587
2008/04/08/18,175.3635827
2008/04/09/00,178.0536787
2008/04/09/06,178.5256253
2008/04/09/12,176.378268
2008/04/09/18,172.1897413
2008/04/10/00,165.5942867
2008/04/10/06,157.4650053
2008/04/10/12,147.9316827
2008/04/10/18,137.371876
2008/04/11/00,126.222136
2008/04/11/06,115.320168
2008/04/11/12,105.4564827
2008/04/11/18,96.772664
2008/04/12/00,89.54008133
2008/04/12/06,83.52276133
2008/04/12/12,78.40214
2008/04/12/18,74.90973467
2008/04/13/00,70.827396
2008/04/13/06,69.0222
2008/04/13/12,71.039772
2008/04/13/18,72.89216267
2008/04/14/00,71.66510133
2008/04/14/06,69.092992
2008/04/14/12,65.91915067
2008/04/14/18,62.8279
2008/04/15/00,59.500676
2008/04/15/06,56.43302267
2008/04/15/12,53.60134267
2008/04/15/18,51.20621333
2008/04/16/00,49.08245333
2008/04/16/06,47.25366
2008/04/16/12,45.36587333
2008/04/16/18,43.65506667
2008/04/17/00,41.908864
2008/04/17/06,40.44582933
2008/04/17/12,39.13617733
2008/04/17/18,37.75573333
2008/04/18/00,36.51687333
2008/04/18/06,35.41959733
2008/04/18/12,34.581892
2008/04/18/18,33.82677733
2008/04/19/00,32.90648133
2008/04/19/06,32.05697733
2008/04/19/12,30.67653333
2008/04/19/18,28.22713013
2008/04/20/00,26.63784973
2008/04/20/06,27.4956128
2008/04/20/12,29.661848
2008/04/20/18,30.95970133
2008/04/21/00,33.80318
2008/04/21/06,40.37503733
2008/04/21/12,52.89342267
2008/04/21/18,69.88350267
2008/04/22/00,86.54322
2008/04/22/06,102.7663867
2008/04/22/12,117.7860893
2008/04/22/18,132.2276573
2008/04/23/00,142.1621347
2008/04/23/06,149.2059387
2008/04/23/12,153.5360493
2008/04/23/18,155.1524667
2008/04/24/00,154.220372
2008/04/24/06,151.2353093
2008/04/24/12,147.0467827
2008/04/24/18,141.902564
2008/04/25/00,136.4279827
2008/04/25/06,130.363468
2008/04/25/12,124.0157853
2008/04/25/18,117.302344
2008/04/26/00,110.470916
2008/04/26/06,103.250132
2008/04/26/12,96.64287867
2008/04/26/18,90.365988
2008/04/27/00,84.37226533
2008/04/27/06,79.01567067
2008/04/27/12,74.225412
2008/04/27/18,69.31716667
2008/04/28/00,65.447204
2008/04/28/06,61.71882533
2008/04/28/12,59.20570933
2008/04/28/18,58.651172
2008/04/29/00,60.57435467
2008/04/29/06,67.40578267
2008/04/29/12,78.897684
2008/04/29/18,91.86441867
2008/04/30/00,104.94914
2008/04/30/06,117.6445053
2008/04/30/12,128.9240307
2008/04/30/18,138.4101587
2008/05/01/00,146.9523933
2008/05/01/06,154.5507347
2008/05/01/12,161.299572
2008/05/01/18,167.1163147
2008/05/02/00,171.8711773
2008/05/02/06,174.962428
2008/05/02/12,175.493368
2008/05/02/18,172.980252
2008/05/03/00,167.3050933
2008/05/03/06,159.2702013
2008/05/03/12,149.3239253
2008/05/03/18,137.5370573
2008/05/04/00,124.1101747
2008/05/04/06,110.1995467
2008/05/04/12,97.15022133
2008/05/04/18,86.46062933
2008/05/05/00,77.82400533
2008/05/05/06,71.039772
2008/05/05/12,65.40000933
2008/05/05/18,60.51536133
2008/05/06/00,56.45662
2008/05/06/06,52.952416
2008/05/06/12,50.08534
2008/05/06/18,47.30085467
2008/05/07/00,44.94112133
2008/05/07/06,42.66397867
2008/05/07/12,40.57561467
2008/05/07/18,38.81761333
2008/05/08/00,37.17759867
2008/05/08/06,35.73816133
2008/05/08/12,34.18073733
2008/05/08/18,31.69121867
2008/05/09/00,29.484868
2008/05/09/06,28.599968
2008/05/09/12,30.25178133
2008/05/09/18,30.9715
2008/05/10/00,30.67653333
2008/05/10/06,30.32257333
2008/05/10/12,29.75623733
2008/05/10/18,29.272492
2008/05/11/00,29.00112267
2008/05/11/06,29.02472
2008/05/11/12,30.66473467
2008/05/11/18,32.85928667
2008/05/12/00,34.49930133
2008/05/12/06,36.12751733
2008/05/12/12,38.39286133
2008/05/12/18,41.130152
2008/05/13/00,42.42800533
2008/05/13/06,42.99434133
2008/05/13/12,43.66686533
2008/05/13/18,44.83493333
2008/05/14/00,46.81710933
2008/05/14/06,48.79928533
2008/05/14/12,50.403904
2008/05/14/18,50.87585067
2008/05/15/00,50.42750133
2008/05/15/06,49.271232
2008/05/15/12,47.83179467
2008/05/15/18,45.83782
2008/05/16/00,43.77305333
2008/05/16/06,41.77907867
2008/05/16/12,40.15086267
2008/05/16/18,38.723224
2008/05/17/00,37.79112933
2008/05/17/06,36.953424
2008/05/17/12,35.79715467
2008/05/17/18,34.28692533
2008/05/18/00,33.26044133
2008/05/18/06,32.989072
2008/05/18/12,33.11885733
2008/05/18/18,32.46993067
2008/05/19/00,31.08948667
2008/05/19/06,29.21349867
2008/05/19/12,29.70904267
2008/05/19/18,30.91250667
2008/05/20/00,31.65582267
2008/05/20/06,31.644024
2008/05/20/12,31.537836
2008/05/20/18,31.67942
2008/05/21/00,31.927192
2008/05/21/06,31.396252
2008/05/21/12,31.45524533
2008/05/21/18,30.723728
2008/05/22/00,29.74443867
2008/05/22/06,30.03940533
2008/05/22/12,30.85351333
2008/05/22/18,30.723728
2008/05/23/00,30.26358
2008/05/23/06,29.53206267
2008/05/23/12,29.18990133
2008/05/23/18,28.67076
